,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,BioPlanet_2019,"TNF-alpha effects on cytokine activity, cell motility, and apoptosis",11 of 135,8.920256572899135e-08,5.8468227173275246e-06,0,0,9.488560659186536,154.0216948700854,NFKBIA;DDR1;CXCL8;IFNGR2;IRF1;INHBA;SOD2;ICAM1;NFKB2;RND1;BIRC3
11,BioPlanet_2019,Interferon gamma signaling regulation,5 of 14,1.5601160529384307e-07,9.373697284738402e-06,0,0,57.88304093567251,907.220316846268,PTPN1;SOCS3;SOCS1;IFNGR2;JAK1
12,BioPlanet_2019,FSH regulation of apoptosis,14 of 263,3.221177384053277e-07,1.7865145337710863e-05,0,0,6.074774235061794,90.8078436063818,PTPN1;IGFBP4;ACTN1;ECEL1;RAB27A;MAPK14;PAPSS2;VGF;CASP4;S100A6;TIMP1;ACPP;LDLR;IER3
13,BioPlanet_2019,T cell receptor regulation of apoptosis,21 of 603,4.862509246305868e-07,2.504192261847522e-05,0,0,3.986283919895722,57.94677980049653,SERPINB1;BTG1;CXCL8;GADD45B;CEBPD;EPAS1;PRUNE2;MAPK14;SOD2;HSP90B1;NFKBIA;IRF1;NAMPT;CASP4;PSME1;S100A6;PSME2;JUNB;ATF3;IER3;BIRC3
14,BioPlanet_2019,Adipogenesis,10 of 133,7.357826528750945e-07,3.4722478070363364e-05,0,0,8.649527576356844,122.15149203606762,SOCS3;STAT5B;SOCS1;GADD45B;CEBPD;EPAS1;NAMPT;STAT3;HIF1A;AGPAT2
15,BioPlanet_2019,Interferon signaling,11 of 168,8.137217655440718e-07,3.4722478070363364e-05,0,0,7.481584048739961,104.90413308157946,SOCS3;PTPN1;MT2A;SOCS1;IFNGR2;IRF1;IFI30;B2M;ICAM1;HLA-E;JAK1
16,BioPlanet_2019,Interleukin-4 signaling pathway,9 of 104,8.186992055425481e-07,3.4722478070363364e-05,0,0,10.03904923599321,140.70278739356158,NFKBIA;SOCS3;STAT5B;SOCS1;BCL6;STAT3;MAPK14;IL13RA1;JAK1
17,BioPlanet_2019,Antigen processing: cross presentation,8 of 79,1.0209666918802977e-06,4.089538804698304e-05,0,0,11.890637945318971,164.02850434051769,PSME1;PSME2;ITGAV;CALR;B2M;CTSS;HLA-E;TAPBP
18,BioPlanet_2019,Antigen processing and presentation,8 of 81,1.2379825382196789e-06,4.697817947665202e-05,0,0,11.563694967401656,157.28969681675255,PSME1;PSME2;CALR;IFI30;B2M;CTSS;HLA-E;TAPBP
19,BioPlanet_2019,Leptin signaling pathway,7 of 61,2.1019430722164827e-06,7.577504775340419e-05,0,0,13.618695823483058,178.03242173865593,SOCS2;SOCS3;PTPN1;STAT5B;STAT3;MAPK14;JAK1
20,BioPlanet_2019,Growth hormone receptor signaling,6 of 43,3.591292303219408e-06,0.00012330103574386637,0,0,16.96096096096096,212.63954123054023,SOCS2;SOCS3;PTPN1;STAT5B;SOCS1;STAT3
21,BioPlanet_2019,Gastrin pathway,6 of 44,4.124816855494184e-06,0.00013336277954946205,0,0,16.51378446115288,204.74597396333533,CHGA;CXCL8;S100A6;ITGAV;IER3;BIRC3
22,BioPlanet_2019,Jak-STAT signaling pathway,11 of 199,4.254291164545945e-06,0.00013336277954946205,0,0,6.2380608233117485,77.14973124005023,SOCS2;STAT5B;SOCS3;PTPN1;PTP4A3;SOCS1;CXCL8;IFNGR2;STAT3;JAK1;IL13RA1
23,BioPlanet_2019,Interleukin-22 soluble receptor signaling pathway,4 of 13,5.848327506924216e-06,0.000175693505520515,0,0,46.06399069226294,555.0413689141894,STAT5B;SOCS3;STAT3;JAK1
24,BioPlanet_2019,Type II interferon signaling (interferon-gamma),6 of 50,8.845454195687575e-06,0.0002551028990036297,0,0,14.257575757575758,165.8955465928339,SOCS3;SOCS1;IFNGR2;IRF1;ICAM1;JAK1
25,BioPlanet_2019,Interleukin-4 regulation of apoptosis,12 of 267,1.2872364609781576e-05,0.00035696057244817374,0,0,5.027322404371585,56.60980107671765,TMOD1;CXCL8;NNMT;GADD45B;BCL6;ACTN1;SPP1;ARID5B;INHBA;ELL2;HS3ST1;IL13RA1
26,BioPlanet_2019,Interferon alpha/beta signaling,6 of 64,3.72707296967961e-05,0.0009952665226440735,0,0,10.808429118773946,110.21681874478548,SOCS3;PTPN1;SOCS1;IRF1;JAK1;HLA-E
27,BioPlanet_2019,PDGFB signaling pathway,8 of 129,3.940115409376298e-05,0.0010126549622446,0,0,6.959473195739603,70.58099683566478,SLC9A3R1;STAT5B;PTPN1;ARPC1B;STAT3;ITGAV;YWHAZ;YWHAH
28,BioPlanet_2019,Interleukin-12-mediated signaling events,6 of 65,4.073092081150355e-05,0.0010126549622446,0,0,10.624697336561743,107.39999770132724,SOCS1;GADD45B;STAT3;MAPK14;B2M;NFKB2
29,BioPlanet_2019,Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP),5 of 42,5.311569924249058e-05,0.0012765473051278,0,0,14.059743954480796,138.39059428317788,PTPN1;STAT5B;ITGA1;STAT3;JAK1
30,BioPlanet_2019,Hemostasis pathway,15 of 468,5.821834723994024e-05,0.0013540460761289,0,0,3.559970566593083,34.714376615035924,PTPN1;ACTN1;H3F3A;MAPK14;ATP1B1;YWHAZ;SLC7A5;GNG10;GNG5;PPP2R1B;TMSB4X;KIF5B;IRF1;ITGAV;TIMP1
31,BioPlanet_2019,Diabetes pathways,8 of 137,6.046806369658211e-05,0.0013567803380906,0,0,6.525224889109978,63.38208814998303,CXCL8;IGFBP4;KIF5B;RAB27A;HDGF;CALR;ATF3;HSP90B1
32,BioPlanet_2019,AP-1 transcription factor network,6 of 70,6.209951616781197e-05,0.0013567803380906,0,0,9.792162698412698,94.85445097389598,MT2A;CXCL8;TIMP1;JUNB;HIF1A;ATF3
33,BioPlanet_2019,Endosomal/vacuolar pathway,3 of 9,7.34205724789232e-05,0.0015569480222736,0,0,51.559895833333336,490.8144454929683,B2M;CTSS;HLA-E
34,BioPlanet_2019,Interferon alpha signaling regulation,4 of 25,9.44095967986292e-05,0.0019448376940517,0,0,19.729743206182995,182.8526523345712,SOCS3;PTPN1;SOCS1;JAK1
35,BioPlanet_2019,Interleukin-9 regulation of target genes,4 of 26,0.00011072763243715492,0.0022176284163107,0,0,18.831984769157543,171.52994937618263,SOCS2;SOCS3;LCN2;JUNB
36,BioPlanet_2019,TWEAK regulation of gene expression,4 of 27,0.00012899773574962084,0.0024475623019862,0,0,18.012292283177782,161.3129689030519,CXCL8;TNFRSF12A;SPP1;ICAM1
37,BioPlanet_2019,Oxidative stress,4 of 27,0.00012899773574962084,0.0024475623019862,0,0,18.012292283177782,161.3129689030519,MAPK14;SOD2;JUNB;NFE2L2
38,BioPlanet_2019,TGF-beta regulation of extracellular matrix,16 of 565,0.00014004218107254758,0.0025623650844638,0,0,3.135167038088551,27.820114415523104,TNFRSF12A;CEBPD;PLOD2;INHBA;ATP1B1;SLC7A5;SDCBP;RRAS;ELF3;RBP1;LCN2;JUNB;SKIL;ATF3;S100A11;CFB
39,BioPlanet_2019,Erythropoietin-mediated neuroprotection through NF-kB,3 of 11,0.0001421561766692847,0.0025623650844638,0,0,38.666015625,342.52615776208006,NFKBIA;SOD2;HIF1A
40,BioPlanet_2019,Regular glucocorticoid receptor pathway,6 of 82,0.00015056072403948006,0.0026476654154259,0,0,8.241019214703424,72.5303974183046,STAT5B;CXCL8;IRF1;MAPK14;ICAM1;YWHAH
41,BioPlanet_2019,RANKL signaling pathway,5 of 54,0.0001796427590120848,0.0030079630909747,0,0,10.610096670247046,91.5072068637462,NFKBIA;MAPK14;PAPSS2;ICAM1;NFKB2
42,BioPlanet_2019,Kit receptor signaling pathway,5 of 54,0.0001796427590120848,0.0030079630909747,0,0,10.610096670247046,91.5072068637462,STAT5B;SOCS1;STAT3;MAPK14;JUNB
43,BioPlanet_2019,NOD signaling pathway,6 of 85,0.00018356501526059252,0.0030079630909747,0,0,7.926863572433192,68.19434475439361,NFKBIA;CXCL8;CASP4;MAPK14;BIRC3;HSP90B1
44,BioPlanet_2019,"Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",10 of 255,0.00020982774969552207,0.0033619068340104,0,0,4.3154991726420295,36.54892745327419,SOCS3;SOCS1;PSME1;PSME2;ITGAV;CALR;B2M;CTSS;HLA-E;TAPBP
45,BioPlanet_2019,ATF2 transcription factor network,5 of 59,0.0002734091695507972,0.0042853915488288,0,0,9.625243664717347,78.97070719925709,SOCS3;CXCL8;MAPK14;JUNB;ATF3
46,BioPlanet_2019,Glucagon-type ligand receptors,4 of 33,0.00028734357804251345,0.0044079727610351,0,0,14.281278209063007,116.46142342857205,ADCYAP1;GNG10;GNG5;GCGR
47,BioPlanet_2019,RAGE pathway,5 of 60,0.0002959279292225085,0.0044450841035297,0,0,9.44976076555024,76.78303524351871,CXCL8;ID1;TIMP1;LDLR;ICAM1
48,BioPlanet_2019,Adaptive immune system,16 of 606,0.0003076533624236704,0.0045268994756625,0,0,2.911087965154815,23.54062011970401,IFI30;YWHAZ;CTSS;HLA-E;ICAM1;TAPBP;NFKBIA;SOCS3;SOCS1;PPP2R1B;KIF5B;PSME1;PSME2;ITGAV;CALR;B2M
49,BioPlanet_2019,Pathways in cancer,11 of 325,0.0003624611749325383,0.0052266901425272,0,0,3.7109007200221535,29.39995678449448,NFKBIA;STAT5B;CXCL8;EPAS1;STAT3;ITGAV;HIF1A;JAK1;HSP90B1;NFKB2;BIRC3
50,BioPlanet_2019,TSH regulation of gene expression,6 of 97,0.00037661306025887583,0.0053242748322872,0,0,6.877376591662306,54.22324705104303,VMP1;CXCL8;GADD45B;ID1;CALM2;ICAM1
51,BioPlanet_2019,Interleukin-10 anti-inflammatory signaling pathway,3 of 16,0.00046542611123970816,0.0063315514378081,0,0,23.78846153846154,182.5183319425426,STAT3;MAPK14;JAK1
52,BioPlanet_2019,Interleukin-9 signaling pathway,3 of 16,0.00046542611123970816,0.0063315514378081,0,0,23.78846153846154,182.5183319425426,STAT5B;STAT3;JAK1
53,BioPlanet_2019,TGF-beta signaling pathway,8 of 185,0.0004751561576963272,0.0063442146240565,0,0,4.744070817849482,36.30099919727271,STAT3;SPP1;INHBA;MAPK14;JUNB;SKIL;ATF3;JAK1
54,BioPlanet_2019,Chagas disease,6 of 104,0.0005467076318976923,0.0071668400472406,0,0,6.383867832847424,47.95303858164846,NFKBIA;CXCL8;PPP2R1B;IFNGR2;CALR;MAPK14
55,BioPlanet_2019,Calcium regulation in the cardiac cell,7 of 149,0.0006575849778731527,0.0084646585158468,0,0,5.155866047347917,37.77670343226943,GNG5;ANXA6;CALR;ATP1B1;CALM2;YWHAZ;YWHAH
56,BioPlanet_2019,Bioactive peptide-induced signaling pathway,4 of 41,0.0006691893694913607,0.0084646585158468,0,0,11.188906183670582,81.78467728963872,STAT5B;STAT3;MAPK14;CALM2
57,BioPlanet_2019,Signaling by interleukins,6 of 109,0.0007009333856991345,0.0087133270877426,0,0,6.072430266605024,44.104654320875575,SOCS3;STAT5B;STAT3;YWHAZ;NFKB2;JAK1
58,BioPlanet_2019,TWEAK signaling pathway,4 of 42,0.0007340395685267794,0.0089702123543696,0,0,10.893910168090382,78.62077908981352,NFKBIA;TNFRSF12A;MAPK14;NFKB2
59,BioPlanet_2019,"Platelet activation, signaling and aggregation",8 of 205,0.0009302438457075336,0.0111784302125855,0,0,4.258096039523331,29.721782050076875,PTPN1;GNG10;GNG5;ACTN1;TMSB4X;TIMP1;MAPK14;YWHAZ
60,BioPlanet_2019,Interleukin-3 signaling pathway,4 of 45,0.0009551352983592991,0.0112893860674927,0,0,10.095262418592773,70.19899777508158,STAT5B;CXCL8;STAT3;JAK1
61,BioPlanet_2019,Unfolded protein response,5 of 79,0.0010520079320614,0.0120139218283314,0,0,7.016714082503556,48.11399174971746,CXCL8;HDGF;CALR;ATF3;HSP90B1
62,BioPlanet_2019,Prolactin regulation of apoptosis,6 of 118,0.0010612364583731,0.0120139218283314,0,0,5.581916099773243,38.22675090465951,SOCS2;SOCS3;BCL6;FTH1;IRF1;IER3
63,BioPlanet_2019,p38 MK2 pathway,3 of 21,0.0010664230194358,0.0120139218283314,0,0,17.17621527777778,117.54448805209928,MAPK14;YWHAZ;YWHAH
64,BioPlanet_2019,Innate immune system,10 of 319,0.0011964972476075,0.0132719156234626,0,0,3.410478439604653,22.94691631530951,NFKBIA;PPP2R1B;IRF1;CASP4;MAPK14;CFB;CTSS;HSP90B1;NFKB2;BIRC3
65,BioPlanet_2019,HES/HEY pathway,4 of 48,0.0012193283990237,0.0133202390256992,0,0,9.40552118039029,63.10592171725202,STAT3;ID1;RBBP8;HIF1A
66,BioPlanet_2019,FoxO family signaling,4 of 49,0.0013176984725826,0.0141800089363002,0,0,9.196044211751015,60.9869572711669,BCL6;SOD2;YWHAZ;YWHAH
67,BioPlanet_2019,Interleukin-11 pathway,3 of 23,0.0013998204927834,0.0146271097869115,0,0,15.45703125,101.5745093573338,SOCS3;TIMP1;ICAM1
68,BioPlanet_2019,Modulation of interferon signaling by chaperones,3 of 23,0.0013998204927834,0.0146271097869115,0,0,15.45703125,101.5745093573338,NFKBIA;IFNGR2;TAX1BP3
69,BioPlanet_2019,Integrin cell surface interactions,5 of 85,0.0014608711873271,0.0150469732294691,0,0,6.488486842105263,42.36152885331209,PTPN1;ITGA1;SPP1;ITGAV;ICAM1
70,BioPlanet_2019,mRNA stability regulation by proteins that bind AU-rich elements,5 of 86,0.0015389653276779,0.0156144172730506,0,0,6.408057179987004,41.5027111965236,ZFP36;PSME1;PSME2;MAPK14;YWHAZ
71,BioPlanet_2019,Plexin D1 signaling,3 of 24,0.0015883799229293,0.0156144172730506,0,0,14.720238095238097,94.87253361681506,RRAS;ITGA1;ITGAV
72,BioPlanet_2019,Insulin signaling pathway,9 of 277,0.0016371275368292,0.0156144172730506,0,0,3.5273832450649976,22.62750063272209,SOCS2;SOCS3;PTPN1;SOCS1;KIF5B;FLOT1;MAPK14;CALM2;RHOQ
73,BioPlanet_2019,Signaling events mediated by PTP1B,4 of 52,0.0016459025142189,0.0156144172730506,0,0,8.619982547993018,55.249488547449765,SOCS3;PTPN1;STAT5B;STAT3
74,BioPlanet_2019,Vitamin B12 metabolism,4 of 52,0.0016459025142189,0.0156144172730506,0,0,8.619982547993018,55.249488547449765,SOD2;LDLR;ICAM1;NFKB2
75,BioPlanet_2019,Interleukin-2 receptor beta chain in T cell activation,4 of 52,0.0016459025142189,0.0156144172730506,0,0,8.619982547993018,55.249488547449765,SOCS3;STAT5B;SOCS1;JAK1
76,BioPlanet_2019,HIF-1 degradation in normoxia,5 of 88,0.0017043078972798,0.0159585194018025,0,0,6.253012048192771,39.86042669092719,ID1;PSME1;PSME2;MAPK14;HIF1A
77,BioPlanet_2019,Thymic stromal lymphopoietin (TSLP) pathway,5 of 90,0.0018823251966838,0.0173994418821672,0,0,6.105263157894737,38.31203712182314,CXCL8;IRF1;PSME1;PSME2;ICAM1
78,BioPlanet_2019,Physiological and pathological hypertrophy  of the heart,3 of 26,0.0020114151539031,0.0183573458982806,0,0,13.438858695652174,83.44075482909811,STAT3;MAPK14;CALM2
79,BioPlanet_2019,Thromboxane A2 receptor signaling,4 of 56,0.0021664789937236,0.0195253919309341,0,0,7.9552960128876355,48.80297269773491,SLC9A3R1;MAPK14;ICAM1;TGM2
80,BioPlanet_2019,Insulin regulation of blood glucose,3 of 27,0.0022467184081044,0.0199985675585596,0,0,12.878255208333334,78.53526557511509,YWHAZ;RHOQ;YWHAH
81,BioPlanet_2019,Sema4D-mediated inhibition of cell attachment and migration,2 of 8,0.00254777710368,0.0224017962408944,0,0,34.19516407599309,204.2317809011976,RRAS;RND1
82,BioPlanet_2019,Toll-like receptor signaling pathway regulation,6 of 142,0.0027201557032863,0.0236293043622825,0,0,4.591269841269841,27.12093469452828,NFKBIA;SOCS1;CXCL8;SPP1;MAPK14;NFKB2
83,BioPlanet_2019,Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK),3 of 29,0.0027668426558877,0.0236724247785203,0,0,11.88641826923077,70.01157943508804,MAPK14;CALM2;YWHAH
84,BioPlanet_2019,Selenium pathway,4 of 60,0.0027907851680641,0.0236724247785203,0,0,7.385564697083022,43.437698766823125,SOD2;LDLR;ICAM1;NFKB2
85,BioPlanet_2019,Senescence and autophagy,5 of 99,0.0028555060696783,0.0239397660027682,0,0,5.518197088465845,32.32839182388039,MAP1LC3B;CXCL8;IRF1;INHBA;MAPK14
86,BioPlanet_2019,FGF signaling pathway,4 of 61,0.0029641864985643,0.0245652697179876,0,0,7.255625975934601,42.23610639379754,STAT5B;STAT3;SPP1;MAPK14
87,BioPlanet_2019,Tumor necrosis factor (TNF) pathway,3 of 30,0.0030523947920427,0.0246861727183626,0,0,11.445601851851851,66.29096665331821,NFKBIA;NFKB2;BIRC3
88,BioPlanet_2019,Shigellosis,4 of 62,0.0031448099461296,0.0246861727183626,0,0,7.130167900343023,41.08404042680444,NFKBIA;CXCL8;ARPC1B;MAPK14
89,BioPlanet_2019,"cAMP receptor, G-protein-independent pathways inferred from amoeba model",2 of 9,0.0032547398103224,0.0246861727183626,0,0,29.308660251665437,167.8695410270378,STAT5B;STAT3
90,BioPlanet_2019,Gene expression regulation by hypoxia-inducible factor,2 of 9,0.0032547398103224,0.0246861727183626,0,0,29.308660251665437,167.8695410270378,EPAS1;HIF1A
91,BioPlanet_2019,Folate metabolism,4 of 63,0.0033327993855406,0.0246861727183626,0,0,7.008962640873192,39.97872109250316,SOD2;LDLR;ICAM1;NFKB2
92,BioPlanet_2019,Prostaglandin biosynthesis and regulation,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,ANXA2;ANXA6;S100A6
93,BioPlanet_2019,Alpha-V beta-3 integrin/OPN pathway,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,NFKBIA;SPP1;ITGAV
94,BioPlanet_2019,Amino acid transport across the plasma membrane,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,SLC7A5;SLC43A2;SLC7A2
95,BioPlanet_2019,Signal amplification,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,GNG10;GNG5;MAPK14
96,BioPlanet_2019,CD40/CD40L signaling,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,NFKBIA;MAPK14;BIRC3
97,BioPlanet_2019,NF-kappaB activation by non-typeable Hemophilus influenzae,3 of 31,0.003355402117059,0.0246861727183626,0,0,11.036272321428571,62.875670333502086,NFKBIA;CXCL8;MAPK14
98,BioPlanet_2019,EGFR1 pathway,6 of 152,0.0038056631675812,0.0276231273263371,0,0,4.274624918460535,23.815068257890243,BTG1;BCL6;LCN2;SPP1;ARID5B;IER3
99,BioPlanet_2019,ERBB1 downstream pathway,5 of 106,0.0038312243171064,0.0276231273263371,0,0,5.13392391870766,28.56808344489648,ZFP36;ARPC1B;STAT3;YWHAZ;YWHAH
100,BioPlanet_2019,Beta-1 integrin cell surface interactions,4 of 66,0.0039423815863347,0.028143139839083,0,0,6.668805944941733,36.91831147927381,ITGA1;SPP1;ITGAV;TGM2
101,BioPlanet_2019,Glucagon signaling in metabolic regulation,3 of 33,0.0040150785017677,0.0283810941154368,0,0,10.299479166666666,56.82941950918719,GNG10;GNG5;GCGR
102,BioPlanet_2019,G alpha 13 pathway,4 of 67,0.0041612456168037,0.0290232205605605,0,0,6.562619463143023,35.97589153695952,NFKBIA;ARHGEF10L;SLC9B2;NFKB2
103,BioPlanet_2019,Myometrial relaxation and contraction pathways,6 of 155,0.0041864284858506,0.0290232205605605,0,0,4.1879194630872485,22.932658753662466,GNG5;IGFBP4;CALM2;YWHAZ;ATF3;YWHAH
104,BioPlanet_2019,EPO receptor signaling,3 of 34,0.004372359516556,0.0300235353470179,0,0,9.966733870967742,54.14380813930872,STAT5B;SOCS1;STAT3
105,BioPlanet_2019,NFAT involvement in hypertrophy of the heart,4 of 69,0.0046233000436324,0.0314086137642663,0,0,6.360048328634716,34.195731800428526,CALR;MAPK14;CALM2;YWHAH
106,BioPlanet_2019,Toll receptor cascades,6 of 159,0.0047370432084561,0.0314086137642663,0,0,4.0776014109347445,21.82471783577686,NFKBIA;PPP2R1B;MAPK14;CTSS;HSP90B1;NFKB2
107,BioPlanet_2019,fMLP induced chemokine gene expression in HMC-1 cells,3 of 35,0.0047483202500763,0.0314086137642663,0,0,9.65478515625,51.652756441515024,NFKBIA;MAPK14;CALM2
108,BioPlanet_2019,Interleukin-7 signaling pathway,3 of 35,0.0047483202500763,0.0314086137642663,0,0,9.65478515625,51.652756441515024,STAT5B;STAT3;JAK1
109,BioPlanet_2019,BTG family proteins and cell cycle regulation,2 of 11,0.0049091189399834,0.0321770432338914,0,0,22.79332181922856,121.18436050948772,BTG2;BTG1
110,BioPlanet_2019,RIG-I-like receptor signaling pathway,4 of 71,0.0051186806516729,0.0331095555826709,0,0,6.169570993201532,32.54361435488265,NFKBIA;CXCL8;TMEM173;MAPK14
111,BioPlanet_2019,GM-CSF-mediated signaling events,3 of 36,0.0051432319351721,0.0331095555826709,0,0,9.361742424242424,49.33707174934982,STAT5B;STAT3;YWHAZ
112,BioPlanet_2019,Leishmaniasis,4 of 72,0.0053791960273722,0.034322126864915,0,0,6.0785340314136125,31.761655424830632,NFKBIA;IFNGR2;MAPK14;JAK1
113,BioPlanet_2019,Interleukin-23-mediated signaling events,3 of 37,0.0055573524467772,0.0351478167905826,0,0,9.0859375,47.17994310309933,NFKBIA;SOCS3;STAT3
114,BioPlanet_2019,Activation of chaperones by ATF6 alpha,2 of 12,0.0058533103841373,0.0363813516117499,0,0,20.51295336787565,105.45192195191358,CALR;HSP90B1
115,BioPlanet_2019,Toll-like receptor endosomal trafficking and processing,2 of 12,0.0058533103841373,0.0363813516117499,0,0,20.51295336787565,105.45192195191358,CTSS;HSP90B1
116,BioPlanet_2019,Disease,14 of 674,0.0064807044300129,0.0399366486670031,0,0,2.2436798928511634,11.30573709627622,STAT5B;CXCL8;IGFBP4;H3F3A;STAT3;RAB27A;HSP90B1;KIF5B;PSME1;PSME2;HDGF;CALR;B2M;ATF3
117,BioPlanet_2019,CTL mediated immune response against target cells,2 of 13,0.0068733923173962,0.0419975920410397,0,0,18.64719736222327,92.8648611058008,B2M;ICAM1
118,BioPlanet_2019,Neurotrophin signaling pathway,5 of 126,0.0079047442006308,0.0470884546192592,0,0,4.280991735537191,20.72125076892505,NFKBIA;MAPK14;CALM2;YWHAZ;YWHAH
119,BioPlanet_2019,Adhesion and diapedesis of lymphocytes,2 of 14,0.0079678106290563,0.0470884546192592,0,0,17.092400690846286,82.59638599702767,CXCL8;ICAM1
120,BioPlanet_2019,Sema3A-plexin repulsion signaling by inhibiting integrin adhesion,2 of 14,0.0079678106290563,0.0470884546192592,0,0,17.092400690846286,82.59638599702767,RRAS;RND1
121,BioPlanet_2019,Interleukin-6 regulation of target genes,2 of 14,0.0079678106290563,0.0470884546192592,0,0,17.092400690846286,82.59638599702767,TIMP1;ICAM1
122,BioPlanet_2019,Beta-3 integrin cell surface interactions,3 of 43,0.0084582912374738,0.0493316468177359,0,0,7.720703125,36.84789032728152,SPP1;ITGAV;EDIL3
123,BioPlanet_2019,Platelet homeostasis,4 of 82,0.0084842221988893,0.0493316468177359,0,0,5.296549872466103,25.26214383146082,GNG10;PPP2R1B;GNG5;MAPK14
721,Panther_2016,Interferon-gamma signaling pathway Homo sapiens P00035,5 of 28,6.854614297175697e-06,0.00022750785655843456,0,0,22.633867276887877,269.1300022347592,SOCS2;SOCS3;IFNGR2;MAPK14;JAK1
722,Panther_2016,JAK/STAT signaling pathway Homo sapiens P00038,4 of 14,8.125280591372663e-06,0.00022750785655843456,0,0,41.45549738219896,485.8804130047228,STAT5B;SOCS1;STAT3;JAK1
