,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
30,BioPlanet_2019,Regulation of NFAT transcription factors,3 of 47,8.223927228069132e-05,0.0011905138614268,0,0,41.15702479338843,387.1179377935321,EGR1;JUN;FOS
31,BioPlanet_2019,Support of platelet aggregation by Eph kinases and ephrins,2 of 8,8.760274454585359e-05,0.0011905138614268,0,0,195.66666666666663,1828.0546203524368,ITGB1;ACTA1
32,BioPlanet_2019,TSP1-induced apoptosis in microvascular endothelial cell,2 of 8,8.760274454585359e-05,0.0011905138614268,0,0,195.66666666666663,1828.0546203524368,JUN;FOS
33,BioPlanet_2019,Presenilin action in Notch and Wnt signaling,3 of 48,8.761357421756333e-05,0.0011905138614268,0,0,40.24040404040404,375.9489772934714,JUN;CCND1;FOS
34,BioPlanet_2019,Interleukin-2 signaling pathway,8 of 847,0.00010533265642205446,0.0013903910647711,0,0,6.512855440149838,59.64725098306531,APP;JUN;CCND1;CDK1;FOS;MNAT1;ATF4;EZH2
35,BioPlanet_2019,p53 signaling pathway,4 of 139,0.0001107268477732558,0.0014209945464234,0,0,18.360185185185184,167.2327226344515,JUN;BTG2;CDKN1A;ARID3A
36,BioPlanet_2019,Interleukin-5 regulation of apoptosis,4 of 144,0.000126919781385289,0.0015847821351352,0,0,17.7,158.80360905269274,EGR1;FOS;SOD2;ATF4
37,BioPlanet_2019,Activation of the AP-1 family of transcription factors,2 of 10,0.00014047193487328206,0.0016640521515758,0,0,146.73529411764707,1301.6158433360367,JUN;FOS
38,BioPlanet_2019,Deregulation of CDK5 in Alzheimer's disease,2 of 10,0.00014047193487328206,0.0016640521515758,0,0,146.73529411764707,1301.6158433360367,APP;CDK5R1
39,BioPlanet_2019,Myometrial relaxation and contraction pathways,4 of 155,0.00016850146316605766,0.0018006845434871,0,0,16.401490066225165,142.5054309845237,ACTA1;JUN;FOS;ATF4
40,BioPlanet_2019,BTG family proteins and cell cycle regulation,2 of 11,0.0001714937660463913,0.0018006845434871,0,0,130.4248366013072,1130.9090161319034,BTG2;CCND1
41,BioPlanet_2019,Sonic Hedgehog (SHH) receptor PTCH1 regulation of cell cycle,2 of 11,0.0001714937660463913,0.0018006845434871,0,0,130.4248366013072,1130.9090161319034,CDK1;MNAT1
42,BioPlanet_2019,Erythropoietin-mediated neuroprotection through NF-kB,2 of 11,0.0001714937660463913,0.0018006845434871,0,0,130.4248366013072,1130.9090161319034,CDKN1A;SOD2
43,BioPlanet_2019,p38 gamma/delta MAPK pathway,2 of 11,0.0001714937660463913,0.0018006845434871,0,0,130.4248366013072,1130.9090161319034,CCND1;STMN1
44,BioPlanet_2019,Toll receptor cascades,4 of 159,0.0001858121753265661,0.0018911288524767,0,0,15.975,137.23761791728668,APP;JUN;CDK1;FOS
45,BioPlanet_2019,Colorectal cancer,3 of 62,0.0001882942147487652,0.0018911288524767,0,0,30.67026194144838,263.07432044187647,JUN;CCND1;FOS
46,BioPlanet_2019,Retinoblastoma protein regulation,3 of 66,0.00022670253906009047,0.0022284377243779,0,0,28.71717171717172,240.99082352129253,JUN;CDKN1A;CCND1
47,BioPlanet_2019,MAPK signaling pathway,5 of 314,0.00023362733273182905,0.0022349143777947,0,0,10.259421651529388,85.78706070828444,JUN;STMN1;FOS;ATF4;HMGN1
48,BioPlanet_2019,Telomerase regulation,3 of 67,0.00023703637340247093,0.0022349143777947,0,0,28.267045454545453,235.95342243072216,JUN;CCND1;FOS
49,BioPlanet_2019,MAP kinase downregulation by phosphorylation of MEK1 by Cdk5/p35,2 of 13,0.0002426595424912267,0.0022421741726189,0,0,106.70053475935828,888.1593696806578,EGR1;CDK5R1
50,BioPlanet_2019,CD8/T cell receptor downstream pathway,3 of 68,0.0002476705405233624,0.0022436037200351,0,0,27.83076923076923,231.0903198395103,EGR1;JUN;FOS
51,BioPlanet_2019,MicroRNA regulation of DNA damage response,3 of 70,0.0002698549643706707,0.0023875274635093,0,0,26.99728629579376,221.85359942583648,CDKN1A;CCND1;CDK1
52,BioPlanet_2019,Pathways in cancer,5 of 325,0.0002738938432164355,0.0023875274635093,0,0,9.901209677419354,81.21734531122668,ITGB1;JUN;CDKN1A;CCND1;FOS
53,BioPlanet_2019,Cyclin A-Cdk2-associated events at S phase entry,3 of 72,0.0002932857800566364,0.0024636005524757,0,0,26.21212121212121,213.21891066271564,CDKN1A;CCND1;MNAT1
54,BioPlanet_2019,Leishmaniasis,3 of 72,0.0002932857800566364,0.0024636005524757,0,0,26.21212121212121,213.21891066271564,ITGB1;JUN;FOS
55,BioPlanet_2019,RANKL regulation of apoptosis and immune response,3 of 74,0.0003179926173270372,0.0024652447509394,0,0,25.471190781049938,205.1317864433363,EGR1;JUN;CDK1
56,BioPlanet_2019,Immune system,8 of 998,0.0003243115220753925,0.0024652447509394,0,0,5.475901875901876,43.99233343484177,ITGB1;EGR1;APP;JUN;CDKN1A;CDK1;FOS;RNF111
57,BioPlanet_2019,Repression of pain sensation by the transcriptional regulator DREAM,2 of 15,0.0003259186256199044,0.0024652447509394,0,0,90.27601809954751,724.8137654755144,JUN;FOS
58,BioPlanet_2019,Calcium signaling by HBx of hepatitis B virus,2 of 15,0.0003259186256199044,0.0024652447509394,0,0,90.27601809954751,724.8137654755144,JUN;FOS
59,BioPlanet_2019,Cyclin A/B1-associated events during G2/M transition,2 of 15,0.0003259186256199044,0.0024652447509394,0,0,90.27601809954751,724.8137654755144,CDK1;MNAT1
60,BioPlanet_2019,Mu-calpain pathway,2 of 15,0.0003259186256199044,0.0024652447509394,0,0,90.27601809954751,724.8137654755144,ITGB1;ACTA1
61,BioPlanet_2019,Prolactin activation of MAPK signaling,3 of 75,0.0003308337111650393,0.0024652447509394,0,0,25.116161616161616,201.278274259451,ITGB1;JUN;FOS
62,BioPlanet_2019,Rb tumor suppressor/checkpoint signaling in response to DNA damage,2 of 16,0.0003720571862084629,0.0026444680004355,0,0,83.82352941176471,661.9093976190027,CDKN1A;CDK1
63,BioPlanet_2019,B cell survival pathway,2 of 16,0.0003720571862084629,0.0026444680004355,0,0,83.82352941176471,661.9093976190027,ITGB1;FOS
64,BioPlanet_2019,Selenium metabolism and selenoproteins,2 of 16,0.0003720571862084629,0.0026444680004355,0,0,83.82352941176471,661.9093976190027,JUN;FOS
65,BioPlanet_2019,Cadmium-induced DNA biosynthesis and proliferation in macrophages,2 of 17,0.0004211879595115378,0.0029483157165807,0,0,78.23137254901961,608.0479736697338,JUN;FOS
66,BioPlanet_2019,Differentiation pathway in PC12 cells,3 of 84,0.00046168069209550543,0.003169056375606,0,0,22.31537598204265,171.39630351848535,EGR1;JUN;FOS
67,BioPlanet_2019,Pertussis toxin-insensitive CCR5 signaling in macrophage,2 of 18,0.00047330062752558495,0.003169056375606,0,0,73.33823529411765,561.461379980425,JUN;FOS
68,BioPlanet_2019,Effect of METS on macrophage differentiation,2 of 18,0.00047330062752558495,0.003169056375606,0,0,73.33823529411765,561.461379980425,JUN;FOS
69,BioPlanet_2019,Prostate cancer,3 of 89,0.0005468692669122734,0.003609337161621,0,0,21.01268498942917,157.83259724067076,CDKN1A;CCND1;ATF4
70,BioPlanet_2019,Dual incision reaction in GG-NER,2 of 20,0.000586430503116779,0.0036612282762155,0,0,65.18300653594771,485.05650058138406,XPC;MNAT1
71,BioPlanet_2019,Estrogen receptor signaling pathway,2 of 20,0.000586430503116779,0.0036612282762155,0,0,65.18300653594771,485.05650058138406,JUN;FOS
72,BioPlanet_2019,ID regulation of gene expression,2 of 20,0.000586430503116779,0.0036612282762155,0,0,65.18300653594771,485.05650058138406,CDKN1A;CCND1
73,BioPlanet_2019,Nerve growth factor (NGF) pathway,2 of 20,0.000586430503116779,0.0036612282762155,0,0,65.18300653594771,485.05650058138406,JUN;FOS
74,BioPlanet_2019,ERBB signaling pathway,3 of 94,0.0006415225024258714,0.003884563212852,0,0,19.853146853146853,145.95371060365636,JUN;CDKN1A;CCND1
75,BioPlanet_2019,IGF1 signaling pathway,2 of 21,0.0006474272021420127,0.003884563212852,0,0,61.749226006191954,453.3939512870567,JUN;FOS
76,BioPlanet_2019,Oxidative stress-induced gene expression via Nrf2,2 of 21,0.0006474272021420127,0.003884563212852,0,0,61.749226006191954,453.3939512870567,JUN;FOS
77,BioPlanet_2019,TSH regulation of gene expression,3 of 97,0.0007030288119836389,0.0041640937325184,0,0,19.216634429400383,139.51493133900632,EGR1;JUN;FOS
78,BioPlanet_2019,Progesterone-initiated oocyte maturation,2 of 23,0.0007782330418291474,0.0044942958165633,0,0,55.86274509803921,399.8925970911249,ACTA1;CDK1
79,BioPlanet_2019,Interleukin-11 pathway,2 of 23,0.0007782330418291474,0.0044942958165633,0,0,55.86274509803921,399.8925970911249,JUN;FOS
80,BioPlanet_2019,Inhibition of cellular proliferation by Gleevec,2 of 24,0.0008480218264323183,0.0048368652322435,0,0,53.32085561497326,377.1173065055224,JUN;FOS
81,BioPlanet_2019,ERBB1 downstream pathway,3 of 106,0.0009097376837352594,0.0050639654556029,0,0,17.529567519858784,122.74824179232586,EGR1;JUN;FOS
82,BioPlanet_2019,TPO signaling pathway,2 of 25,0.0009207209919278048,0.0050639654556029,0,0,51.0,356.5080289062332,JUN;FOS
83,BioPlanet_2019,G0 and early G1 pathway,2 of 25,0.0009207209919278048,0.0050639654556029,0,0,51.0,356.5080289062332,TOP2A;CDK1
84,BioPlanet_2019,Physiological and pathological hypertrophy  of the heart,2 of 26,0.0009963204237941185,0.0053523259975916,0,0,48.872549019607845,337.7797704194284,JUN;FOS
85,BioPlanet_2019,Fibroblast growth factor 1,2 of 26,0.0009963204237941185,0.0053523259975916,0,0,48.872549019607845,337.7797704194284,CDKN1A;CCND1
86,BioPlanet_2019,S phase,3 of 112,0.0010668659620447,0.0055793509534417,0,0,16.559633027522935,113.31806453452602,CDKN1A;CCND1;MNAT1
87,BioPlanet_2019,Cell cycle: G2/M checkpoint,2 of 27,0.0010748100321565,0.0055793509534417,0,0,46.91529411764706,320.6947168320981,CDKN1A;CDK1
88,BioPlanet_2019,Mammalian calpain regulation of cell motility,2 of 27,0.0010748100321565,0.0055793509534417,0,0,46.91529411764706,320.6947168320981,ITGB1;ACTA1
89,BioPlanet_2019,Cell cycle,5 of 453,0.0012317343945576,0.0060965301015265,0,0,7.026209677419355,47.070911512950886,TOP2A;CDKN1A;CCND1;CDK1;MNAT1
90,BioPlanet_2019,p53 activity regulation,3 of 118,0.0012401990399985,0.0060965301015265,0,0,15.690909090909091,105.01114856091596,CDKN1A;CCND1;CDK1
91,BioPlanet_2019,Reelin signaling pathway,2 of 29,0.0012404195444664,0.0060965301015265,0,0,43.43572984749456,290.6851787186678,ITGB1;CDK5R1
92,BioPlanet_2019,T cell receptor calcium pathway,2 of 29,0.0012404195444664,0.0060965301015265,0,0,43.43572984749456,290.6851787186678,JUN;FOS
93,BioPlanet_2019,Influence of Ras and Rho proteins on G1 to S transition,2 of 29,0.0012404195444664,0.0060965301015265,0,0,43.43572984749456,290.6851787186678,CDKN1A;CCND1
94,BioPlanet_2019,Interleukin-4 regulation of apoptosis,4 of 267,0.0013071796248939,0.0061950905078535,0,0,9.363593155893536,62.17316695504083,TOP2A;JUN;CDKN1A;FOS
95,BioPlanet_2019,Retinoic acid receptor-mediated signaling,2 of 30,0.00132751939454,0.0061950905078535,0,0,41.88235294117647,277.4472679372888,CDK1;MNAT1
96,BioPlanet_2019,Signaling pathway from G-protein families,2 of 30,0.00132751939454,0.0061950905078535,0,0,41.88235294117647,277.4472679372888,JUN;FOS
97,BioPlanet_2019,Nuclear events mediated by MAP kinases,2 of 30,0.00132751939454,0.0061950905078535,0,0,41.88235294117647,277.4472679372888,JUN;FOS
98,BioPlanet_2019,PDGFA signaling pathway,2 of 30,0.00132751939454,0.0061950905078535,0,0,41.88235294117647,277.4472679372888,JUN;FOS
99,BioPlanet_2019,Alpha-V beta-3 integrin/OPN pathway,2 of 31,0.0014174693130427,0.0064838695309481,0,0,40.43610547667343,265.2156512854863,JUN;FOS
100,BioPlanet_2019,Stathmin and breast cancer resistance to antimicrotubule agents,2 of 31,0.0014174693130427,0.0064838695309481,0,0,40.43610547667343,265.2156512854863,STMN1;CDK1
101,BioPlanet_2019,Global genomic nucleotide excision repair (GG-NER),2 of 33,0.0016058795210156,0.0072736895951885,0,0,37.8235294117647,243.35975347159868,XPC;MNAT1
102,BioPlanet_2019,EGF receptor transactivation by GPCRs in cardiac hypertrophy,2 of 34,0.0017043199561329,0.007571113651283,0,0,36.63970588235294,233.5630697638135,JUN;FOS
103,BioPlanet_2019,EPO receptor signaling,2 of 34,0.0017043199561329,0.007571113651283,0,0,36.63970588235294,233.5630697638135,JUN;FOS
104,BioPlanet_2019,PI3K/PLC/TRK pathway,2 of 36,0.0019096220383147,0.0084023369685849,0,0,34.48096885813149,215.8801718825925,EGR1;CCND1
105,BioPlanet_2019,Signal transduction,7 of 1020,0.0020000578355562,0.0087172332078019,0,0,4.515675528474657,28.06302312769044,ITGB1;APP;JUN;CDKN1A;CCND1;CDK1;CCK
106,BioPlanet_2019,EGF/EGFR signaling pathway,3 of 141,0.0020655143255314,0.0089183889569677,0,0,13.06060606060606,80.74557765734329,JUN;STMN1;FOS
107,BioPlanet_2019,Signal transduction through IL-1R,2 of 38,0.002126086756898,0.009094926682286,0,0,32.56209150326797,200.36992458923652,JUN;FOS
108,BioPlanet_2019,Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling,2 of 39,0.0022384805803649,0.0094878718176937,0,0,31.680445151033386,193.31274432661917,JUN;FOS
109,BioPlanet_2019,Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer,2 of 41,0.0024715423197367,0.0102869599253906,0,0,30.052790346907997,180.4042829225449,RNF111;SMAD7
110,BioPlanet_2019,Fc epsilon receptor I signaling in mast cells,2 of 41,0.0024715423197367,0.0102869599253906,0,0,30.052790346907997,180.4042829225449,JUN;FOS
111,BioPlanet_2019,Innate immune system,4 of 319,0.0025018072144012,0.0103199547594051,0,0,7.7972222222222225,46.71114604574291,APP;JUN;CDK1;FOS
112,BioPlanet_2019,Integrated breast cancer pathway,3 of 152,0.0025568218392305,0.010453554776323,0,0,12.089688834655275,72.16323491018811,JUN;CCND1;SMAD7
113,BioPlanet_2019,Bladder cancer,2 of 42,0.0025921907757449,0.01050519419644,0,0,29.3,174.48888071240097,CDKN1A;CCND1
114,BioPlanet_2019,Integrin signaling pathway,3 of 155,0.002702278311826,0.0108561093918575,0,0,11.849282296650715,70.07262725109973,ITGB1;ACTA1;JUN
115,BioPlanet_2019,ERBB2/ERBB3 signaling events,2 of 44,0.0028416743909962,0.0112209706721388,0,0,27.90196078431373,163.5992917401365,JUN;FOS
116,BioPlanet_2019,HNF3A pathway,2 of 44,0.0028416743909962,0.0112209706721388,0,0,27.90196078431373,163.5992917401365,JUN;FOS
117,BioPlanet_2019,Integrin-linked kinase signaling,2 of 45,0.0029704902359377,0.0114363874083603,0,0,27.251709986320108,158.57847101200235,JUN;CCND1
118,BioPlanet_2019,Interleukin-12/STAT4 pathway,2 of 45,0.0029704902359377,0.0114363874083603,0,0,27.251709986320108,158.57847101200235,JUN;FOS
119,BioPlanet_2019,Interleukin-3 signaling pathway,2 of 45,0.0029704902359377,0.0114363874083603,0,0,27.251709986320108,158.57847101200235,JUN;FOS
120,BioPlanet_2019,ATM pathway,2 of 48,0.0033731185420618,0.0128791798878724,0,0,25.47058823529412,144.97648892699738,JUN;CDKN1A
121,BioPlanet_2019,Angiopoietin receptor Tie2-mediated signaling,2 of 49,0.0035126896593218,0.013194005061843,0,0,24.92740926157697,140.8740938987485,ITGB1;CDKN1A
122,BioPlanet_2019,Interleukin-5 signaling pathway,2 of 49,0.0035126896593218,0.013194005061843,0,0,24.92740926157697,140.8740938987485,JUN;FOS
123,BioPlanet_2019,Interleukin-2 receptor beta chain in T cell activation,2 of 52,0.0039473547117495,0.0147070796518411,0,0,23.42823529411765,129.66847920672666,CCND1;FOS
124,BioPlanet_2019,Androgen receptor regulation of biosynthesis and transcription,2 of 53,0.0040975287076647,0.015144466103529,0,0,22.967704728950405,126.26199945397896,EGR1;JUN
125,BioPlanet_2019,RANKL signaling pathway,2 of 54,0.0042503297911881,0.0155845425676897,0,0,22.524886877828056,123.00297201006306,JUN;FOS
126,BioPlanet_2019,Pre-NOTCH expression and processing,2 of 57,0.004724401633422,0.0170521371456328,0,0,21.29304812834225,114.024578590942,JUN;CCND1
127,BioPlanet_2019,Keratinocyte differentiation,2 of 57,0.004724401633422,0.0170521371456328,0,0,21.29304812834225,114.024578590942,JUN;FOS
128,BioPlanet_2019,Nucleotide excision repair,2 of 58,0.0048876172516927,0.0175044896921087,0,0,20.91176470588235,111.27255319681896,XPC;MNAT1
129,BioPlanet_2019,Caspase cascade in apoptosis,2 of 59,0.0050534131683621,0.0179590529521793,0,0,20.54385964912281,108.62958976497576,ACTA1;APP
130,BioPlanet_2019,RAGE pathway,2 of 60,0.0052217800953762,0.0184157435424719,0,0,20.188640973630832,106.0896310598831,ITGB1;PTGES
131,BioPlanet_2019,FGF signaling pathway,2 of 61,0.0053927087697511,0.0188744806941289,0,0,19.845463609172484,103.6470509502107,JUN;FOS
132,BioPlanet_2019,Endothelins,2 of 64,0.0059207729878119,0.020566895641873,0,0,18.88235294117647,96.85303138215218,JUN;FOS
133,BioPlanet_2019,Gastrin-CREB signaling pathway via PKC and MAPK,3 of 206,0.0059873071197435,0.0206428051441903,0,0,8.849529780564263,45.29289810922548,APP;CDK1;CCK
134,BioPlanet_2019,Glioma,2 of 65,0.0061018564807015,0.0207283653976773,0,0,18.58169934640523,94.75109916063928,CDKN1A;CCND1
135,BioPlanet_2019,LPA receptor mediated events,2 of 65,0.0061018564807015,0.0207283653976773,0,0,18.58169934640523,94.75109916063928,JUN;FOS
136,BioPlanet_2019,Semaphorin interactions,2 of 66,0.0062854557508785,0.0207420039778993,0,0,18.290441176470587,92.72370111910996,ITGB1;CDK5R1
137,BioPlanet_2019,Signaling by TGF-beta receptor complex,2 of 66,0.0062854557508785,0.0207420039778993,0,0,18.290441176470587,92.72370111910996,RNF111;SMAD7
138,BioPlanet_2019,Thyroid-stimulating hormone signaling pathway,2 of 66,0.0062854557508785,0.0207420039778993,0,0,18.290441176470587,92.72370111910996,JUN;FOS
139,BioPlanet_2019,HIF-1 transcriptional activity in hypoxia,2 of 66,0.0062854557508785,0.0207420039778993,0,0,18.290441176470587,92.72370111910996,JUN;FOS
140,BioPlanet_2019,Developmental biology,4 of 420,0.0066405671053482,0.0217584539196518,0,0,5.873798076923077,29.454500618414727,ITGB1;CDK1;PAX6;CDK5R1
141,BioPlanet_2019,Disease,5 of 674,0.0067967668284464,0.0221134244700159,0,0,4.651863638555379,23.218885339668304,APP;CDKN1A;CDK1;MNAT1;ATF4
142,BioPlanet_2019,CDC42 signaling events,2 of 70,0.0070448284785339,0.0227602150844942,0,0,17.21107266435986,85.28880762599312,JUN;PAX6
143,BioPlanet_2019,Rac1 cell motility signaling pathway,2 of 71,0.0072408702404945,0.0229128907610171,0,0,16.96078431372549,83.58298052804865,JUN;CDK5R1
144,BioPlanet_2019,Interleukin-6 signaling pathway,2 of 71,0.0072408702404945,0.0229128907610171,0,0,16.96078431372549,83.58298052804865,JUN;FOS
145,BioPlanet_2019,Melanoma,2 of 71,0.0072408702404945,0.0229128907610171,0,0,16.96078431372549,83.58298052804865,CDKN1A;CCND1
146,BioPlanet_2019,Chronic myeloid leukemia,2 of 73,0.0076403289160953,0.024012462307728,0,0,16.48135874067937,80.33532794767753,CDKN1A;CCND1
147,BioPlanet_2019,E2F transcription factor network,2 of 74,0.0078437278787706,0.0244851505404868,0,0,16.251633986928105,78.78858890769375,CDKN1A;CDK1
148,BioPlanet_2019,Focal adhesion,3 of 233,0.0083957787686855,0.0260325489337767,0,0,7.8,37.28420457044072,ITGB1;JUN;CCND1
149,BioPlanet_2019,Mitochondrial pathway of apoptosis: caspases,2 of 77,0.0084684960541181,0.0260829678466837,0,0,15.59921568627451,74.43013434591808,ACHE;PTMA
150,BioPlanet_2019,Signaling by SCF-KIT,2 of 78,0.0086815795559781,0.0265604258527889,0,0,15.393188854489164,73.06456811678535,CDKN1A;CDK1
151,BioPlanet_2019,Signaling events mediated by hepatocyte growth factor receptor (c-Met),2 of 79,0.0088970620111385,0.0265604258527889,0,0,15.192513368983958,71.73956722387139,EGR1;JUN
152,BioPlanet_2019,p73 transcription factor network,2 of 79,0.0088970620111385,0.0265604258527889,0,0,15.192513368983958,71.73956722387139,CDKN1A;CDK1
153,BioPlanet_2019,Chk1/Chk2(Cds1)-mediated inactivation of cyclin B-Cdk1 complex,1 of 5,0.0089684554827598,0.0265604258527889,0,0,142.57142857142858,672.0876744444516,CDK1
154,BioPlanet_2019,Cyclin B2-mediated events,1 of 5,0.0089684554827598,0.0265604258527889,0,0,142.57142857142858,672.0876744444516,CDK1
155,BioPlanet_2019,ERK activation,1 of 5,0.0089684554827598,0.0265604258527889,0,0,142.57142857142858,672.0876744444516,CDK1
156,BioPlanet_2019,Apoptosis modulation and signaling,2 of 80,0.0091149345910719,0.0266525302599698,0,0,14.996983408748116,70.45344423644089,JUN;FOS
157,BioPlanet_2019,Nuclear beta-catenin signaling and target gene transcription regulation,2 of 80,0.0091149345910719,0.0266525302599698,0,0,14.996983408748116,70.45344423644089,JUN;CCND1
158,BioPlanet_2019,MAP kinase signaling pathway,2 of 81,0.009335188491525,0.0271248873149971,0,0,14.806403574087865,69.20460186885143,JUN;FOS
159,BioPlanet_2019,Response to elevated platelet cytosolic calcium,2 of 83,0.0097828051438365,0.0282478498528281,0,0,14.439360929557008,66.81278586522924,APP;CLU
