,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
24,BioPlanet_2019,Pancreatic secretion,15 of 101,0.0005395926414493617,0.0237310022904074,0,0,2.9355776444111026,22.08932956634283,PNLIPRP1;PLA2G2F;CELA3A;PRSS1;CPA1;CELA2A;CPB1;ATP2A3;ATP2A2;SLC4A2;CEL;ADCY6;SLC9A1;CTRL;PNLIP
25,BioPlanet_2019,Vitamin B12 metabolism,10 of 52,0.0005778402074199237,0.0237310022904074,0,0,3.998768106707447,29.81566748204676,IL1B;CCL5;HBB;HBA1;MAT1A;APOE;MUT;LDLR;NFKB1;ICAM1
26,BioPlanet_2019,Integration of provirus,4 of 8,0.0005925574617395369,0.0237310022904074,0,0,16.73913043478261,124.3895279352234,XRCC5;LIG4;BANF1;PPIA
27,BioPlanet_2019,Transcription factor regulation of microRNAs related to cardiac hypertrophy,4 of 8,0.0005925574617395369,0.0237310022904074,0,0,16.73913043478261,124.3895279352234,AKT2;RASGRF1;STAT3;NFKB1
28,BioPlanet_2019,"Immune system signaling by interferons, interleukins, prolactin, and growth hormones",30 of 280,0.0006003402438871188,0.0237310022904074,0,0,2.0293188010899184,15.053515257320957,EIF4A2;IFITM2;IFIT1;IFIT3;ICAM1;OASL;SOCS2;FLNB;KPNA4;B2M;HLA-DQA1;STAT5B;IL1R1;STAT1;DDX58;STAT2;STAT3;MX1;ISG15;HLA-A;PRLR;YWHAZ;NFKB1;IL1B;RAPGEF1;SQSTM1;HLA-DRB1;MYD88;IRF9;HLA-DQB1
29,BioPlanet_2019,Gene expression regulation in pancreatic beta cells,6 of 20,0.0006296346102625949,0.0237310022904074,0,0,7.182857142857143,52.94032119665375,NEUROD1;AKT2;SLC2A2;MAFA;NKX6-1;GCK
30,BioPlanet_2019,Adaptive immune system,54 of 606,0.0006444493852838855,0.0237310022904074,0,0,1.6637701344313915,12.223909299967556,GSK3B;CDKN1B;UBE3C;ICAM1;NPEPPS;SEC61A1;CTSO;PPP2R1B;AP1G1;UBE2Q2;AKT2;KIF5B;CDC27;AP1S2;FBXO3;B2M;TRIM21;FBXW8;DTX3L;FBXW7;FBXW11;PPP2R5D;HLA-A;DYNLL2;YWHAZ;LRRC41;CANX;HLA-DQB1;RAPGEF4;RAB7A;CD274;FBXO44;RAP1GAP;CDC42;KIF3B;HECTD3;PSMF1;HLA-DQA1;SEC31A;VASP;RAP1GAP2;UBE2F;CD74;SMURF2;NFKB1;NFKBIA;NR4A1;UBA3;ASB7;TRIP12;OSBPL1A;SEC24C;HLA-DRB1;UBE2M
31,BioPlanet_2019,MHC class II antigen presentation,15 of 103,0.0006664818980405355,0.0237310022904074,0,0,2.86855449657869,20.979166364361383,CD74;DYNLL2;CTSO;KIF3B;AP1G1;KIF5B;CANX;AP1S2;OSBPL1A;SEC24C;HLA-DQA1;HLA-DRB1;SEC31A;HLA-DQB1;RAB7A
32,BioPlanet_2019,Gastrin pathway,9 of 44,0.0006745246129056367,0.0237310022904074,0,0,4.316424751718869,31.51638565123919,REG1A;CTNNBIP1;TFF2;SLC4A2;KLF4;NFKB1;SREBF2;IER3;BIRC3
33,BioPlanet_2019,Signaling by NOTCH1,12 of 73,0.0007554143619552293,0.0257951786538241,0,0,3.3064650815277106,23.76767823146817,NCOR2;JAG2;TLE3;CDK8;HDAC2;NCOR1;MAML1;FBXW7;ADAM10;DTX2;ARRB2;PSEN1
34,BioPlanet_2019,Signaling by FGFR mutants,9 of 45,0.000801422086819877,0.0265843155085107,0,0,4.196301247771836,29.91594690051945,BCR;STAT5B;ZMYM2;STAT1;CNTRL;FGFR1OP2;STAT3;MYO18A;FRS2
35,BioPlanet_2019,"cAMP receptor, G-protein-independent pathways inferred from amoeba model",4 of 9,0.0010188912571515,0.0328592430431364,0,0,13.390594498669032,92.24834441510764,STAT5B;STAT1;STAT2;STAT3
36,BioPlanet_2019,Interferon-gamma signaling pathway,14 of 97,0.0010879390054107,0.0336429194871854,0,0,2.8368154803637107,19.356925874219662,CEBPB;STAT1;REG1A;STAT3;HLA-A;ICAM1;OASL;IL1B;RAPGEF1;B2M;HLA-DQA1;HLA-DRB1;IRF9;HLA-DQB1
37,BioPlanet_2019,Signaling by TGF-beta receptor complex,11 of 66,0.0011011463742575,0.0336429194871854,0,0,3.359642857142857,22.883883060230005,PPP1CB;NCOR2;FKBP1A;CDK8;SMAD4;NCOR1;SMURF2;USP9X;MTMR4;JUNB;TRIM33
38,BioPlanet_2019,Tumor necrosis factor (TNF) pathway,7 of 30,0.0011721597413034,0.0348942938372646,0,0,5.102970756614575,34.439476586280094,NFKBIA;BAG4;TNFAIP3;CFLAR;IKBKE;NFKB1;BIRC3
39,BioPlanet_2019,Myometrial relaxation and contraction pathways,19 of 155,0.0012214316579572,0.0354520538722092,0,0,2.3535164515446465,15.786756715766732,ATF2;ATP2A3;ATP2A2;ARRB2;GNG12;YWHAZ;ETS2;NFKB1;ADCY6;RGS4;PRKAR2A;IL1B;GNB1;MAFF;SFN;PRKD1;ATF5;ATF3;YWHAH
40,BioPlanet_2019,"Androgen receptor signaling, proteolysis, and transcription regulation",13 of 88,0.0013008587274624,0.036836511770339,0,0,2.913798449612403,19.36140593308405,GSK3B;SMAD4;RNF14;LIMK2;STAT3;DSTN;PARK7;AES;NCOR2;CDC42;NCOR1;KAT7;GAS6
41,BioPlanet_2019,"Platelet activation, signaling and aggregation",23 of 205,0.0013533761526456,0.0374111836481338,0,0,2.131357361050502,14.077941370760254,SRGN;CD63;SPARC;FCER1G;WDR1;ACTN2;RHOG;PDGFA;ARRB2;GNG12;YWHAZ;GNAI2;COL1A1;CDC42;COL1A2;AKT2;TMSB4X;CFL1;PSAP;GNB1;GAS6;PPIA;RAPGEF4
42,BioPlanet_2019,Downregulation of SMAD2/3-SMAD4 transcriptional activity,6 of 23,0.0014173362759536,0.0382680794507496,0,0,5.91435294117647,38.79209918008595,NCOR2;SMAD4;NCOR1;SMURF2;USP9X;TRIM33
43,BioPlanet_2019,Oncostatin M,31 of 311,0.0016084935413127,0.041762315335918,0,0,1.8709707792207797,12.034939509633295,CCL13;VIPR1;CDKN1B;CEBPD;PDGFA;PCSK9;LPL;CXCL1;HMGCR;STX11;ETS2;ICAM1;KIF5B;CCL5;PCDH1;B2M;JUNB;LDLR;IER3;HMGCS1;IL1R1;STAT1;USP9X;STAT3;RNASE4;PRLR;COL1A1;CLDN4;COL1A2;VIM;ATF3
44,BioPlanet_2019,Nef-mediated downregulation of MHC class I complex cell surface expression,4 of 10,0.0016223414688748,0.041762315335918,0,0,11.158237207926648,71.6792306413372,AP1G1;AP1S2;HLA-A;B2M
45,BioPlanet_2019,2-LTR circle formation,3 of 5,0.0016546653793731,0.041762315335918,0,0,25.08909574468085,160.67449504762897,XRCC5;LIG4;BANF1
46,BioPlanet_2019,Ubiquitin-mediated proteolysis,17 of 136,0.0017439807553653,0.0417648578041529,0,0,2.404462682739164,15.27214908067088,UBE2F;UBE3C;FBXW8;SMURF2;FBXW11;FBXW7;SIAH1;UBE4B;HERC4;HERC3;UBE2Q2;CDC27;UBR5;UBA3;TRIP12;UBE2M;BIRC3
47,BioPlanet_2019,Pancreatic beta-cell development regulation,7 of 32,0.0017556911027021,0.0417648578041529,0,0,4.69423487544484,29.78441663491471,NEUROD1;AKT2;SLC2A2;HNF1B;NKX6-1;MAFA;GCK
48,BioPlanet_2019,SREBP signaling,6 of 24,0.0018003410570031,0.0417648578041529,0,0,5.585481481481481,35.29900944241872,MBTPS1;INSIG1;SCAP;SEC24C;SREBF2;SEC31A
49,BioPlanet_2019,RAGE pathway,10 of 60,0.0018293476745609,0.0417648578041529,0,0,3.357537912578055,21.16523351811212,CDKN1B;IL1B;ID2;PDGFA;SCAP;HMGCR;LDLR;SREBF2;ABCG1;ICAM1
50,BioPlanet_2019,Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer,8 of 41,0.0018346319965648,0.0417648578041529,0,0,4.066164764294773,25.62054377294483,NCOR2;CDK8;SMAD4;NCOR1;SMURF2;USP9X;JUNB;TRIM33
51,BioPlanet_2019,Leptin signaling pathway,10 of 61,0.0020792822749426,0.0464239754078544,0,0,3.291528922005912,20.327602154580624,CDC42;SOCS2;KHDRBS1;STAT5B;STAT1;IL1B;PDE3B;STAT3;KPNA4;NFKB1
52,BioPlanet_2019,Regular glucocorticoid receptor pathway,12 of 82,0.0021361946829569,0.0467947552247739,0,0,2.8799693603983147,17.70815175417941,GSK3B;STAT5B;NR4A1;VIPR1;HDAC2;KRT17;STAT1;SFN;SGK1;NFKB1;ICAM1;YWHAH
53,BioPlanet_2019,Metabolism,118 of 1615,0.0022106192727277,0.0475283143636469,0,0,1.351763085235954,8.265331848859288,PANK2;AHCYL1;MSMO1;OGDHL;ABAT;ENO2;COX6A2;ENO3;HS6ST1;FPGT;HADH;SEPHS2;GLUL;FADS1;ARSA;ATP6V1G1;ACSL4;MAT1A;CEL;PISD;INPP4A;ACLY;GPD2;CMPK2;ND3;PI4K2A;ND5;ABCG1;PNLIP;ATP6V1A;MTMR1;FECH;MAOB;ATP8;LPL;NRF1;MTMR4;GNS;MTMR6;ACAT2;CYB5R3;RDH11;MED31;PNPO;KDSR;APOE;ATP6V1D;GSTM1;CHKA;GOT2;IDH2;B3GALT6;GNG12;PAFAH2;CDK8;G6PC2;GNB1;OGDH;ACO1;ARF3;PNLIPRP1;B4GALT1;AMD1;HBB;MED15;SGSH;MED14;IDS;ABCD1;LYPLA1;PCYT1A;GPX1;HMGCS1;GAA;BGN;AMT;ELOVL6;HBA1;MUT;LSS;DCN;MED23;NCOR2;ITPKB;MED22;NCOR1;PKM;BDH1;PIGA;B3GNT3;NDUFS2;MAN1B1;TKT;ST6GALNAC4;ALDH9A1;ACSS2;IDUA;ODC1;HMGCR;HSD17B7;ADCY6;PAPSS2;GNAI2;MAT2A;SC5D;LDLR;PLA2G2F;GCH1;MBOAT7;GSR;CYP51A1;ND4L;NMNAT3;GCK;ALDH4A1;GNPDA1;POLR3H;GPD1L
54,BioPlanet_2019,Maturity onset diabetes of the young,6 of 25,0.0022568909077343,0.0476409153432648,0,0,5.291228070175438,32.24351162464884,NEUROD1;SLC2A2;HNF1B;NKX6-1;MAFA;GCK
55,BioPlanet_2019,Chemokine signaling pathway,21 of 189,0.0024100550757242,0.0499656061234968,0,0,2.1059684684684683,12.695000484028672,STAT5B;GSK3B;CCL13;STAT1;STAT2;STAT3;CXCL1;ARRB2;GNG12;NFKB1;ADCY6;CXCL16;GNAI2;NFKBIA;CDC42;CXCL10;AKT2;CCL5;GNB1;CCL4;CCL18
1251,KEGG_2019_Human,Lysosome,23 of 123,3.560243677978043e-07,0.00010538321286815009,0,0,3.896092057761733,57.850213803866005,ARSA;CD164;CD63;IDUA;SORT1;GAA;SLC11A2;M6PR;NAGPA;GNS;IGF2R;SGSH;SUMF1;AP3M2;LAPTM4B;GGA1;CTSO;AP1G1;NPC2;PSAP;AP1S2;IDS;AP3S2
1252,KEGG_2019_Human,Epstein-Barr virus infection,28 of 201,9.437980535098704e-06,0.0013968211191946,0,0,2.743374611542876,31.74295261317312,HDAC2;CDKN1B;TNFAIP3;ICAM1;CCND2;SIN3A;AKT2;B2M;IKBKE;HLA-DQA1;MAP2K3;GADD45B;STAT1;DDX58;STAT2;STAT3;ISG15;HLA-A;NFKB1;GADD45G;NCOR2;NFKBIA;CXCL10;VIM;HLA-DRB1;MYD88;IRF9;HLA-DQB1
1253,KEGG_2019_Human,TNF signaling pathway,18 of 110,4.320891114104399e-05,0.004263279232583,0,0,3.3007734677135825,33.17100350078556,MAP2K3;ATF2;CEBPB;CSF1;TNFAIP3;CXCL1;CFLAR;NFKB1;ICAM1;NFKBIA;CXCL10;BAG4;AKT2;IL1B;CCL5;BCL3;JUNB;BIRC3
1254,KEGG_2019_Human,Hepatitis C,22 of 155,6.208086005369009e-05,0.004593983643973,0,0,2.794578872790633,27.07128906494917,GSK3B;RSAD2;DDX58;STAT1;STAT2;MX1;STAT3;CFLAR;IFIT1;YWHAZ;NFKB1;NFKBIA;CXCL10;CLDN4;PPP2R1B;PPP2R2C;AKT2;PPP2R2D;IKBKE;LDLR;IRF9;YWHAH
1255,KEGG_2019_Human,Influenza A,23 of 171,9.927439421889552e-05,0.0058770441377586,0,0,2.6257622694897065,24.203286380609637,MAP2K3;ATF2;GSK3B;PRSS1;RSAD2;DDX58;STAT1;STAT2;MX1;NFKB1;ICAM1;NFKBIA;CXCL10;DNAJB1;AKT2;IL1B;CCL5;IKBKE;HLA-DQA1;MYD88;HLA-DRB1;IRF9;HLA-DQB1
1256,KEGG_2019_Human,AGE-RAGE signaling pathway in diabetic complications,16 of 100,0.0001484308950903596,0.0073225908244577,0,0,3.209054025197523,28.289066167859676,STAT5B;SMAD4;CDKN1B;STAT1;STAT3;NFKB1;ICAM1;COL1A1;CDC42;THBD;COL3A1;COL1A2;COL4A1;AKT2;IL1B;PIM1
1257,KEGG_2019_Human,Human papillomavirus infection,35 of 330,0.0002672285337937379,0.0108535164413679,0,0,2.01067054311518,16.542603561717513,ATP6V1A;GSK3B;HDAC2;CDKN1B;MAML1;RFNG;PSEN1;OASL;CDC42;CCND2;PPP2R1B;AKT2;IKBKE;ATP6V1D;MAGI1;ATP6V1G1;FZD5;CSNK1A1;STAT1;STAT2;ITGA2;MX1;ISG15;PPP2R5D;PPP2R3B;HLA-A;NFKB1;COL1A1;COL1A2;PKM;PPP2R2C;COL4A1;PPP2R2D;ATM;IRF9
1258,KEGG_2019_Human,Notch signaling pathway,10 of 48,0.0002933382821991342,0.0108535164413679,0,0,4.420630076529415,35.95821873977443,JAG2;NCOR2;HDAC2;CTBP2;DTX3L;MAML1;DTX2;DTX3;RFNG;PSEN1
1259,KEGG_2019_Human,Pancreatic secretion,15 of 98,0.00038809123563825096,0.012763889527658,0,0,3.0421686746987957,23.89401446870836,PNLIPRP1;PLA2G2F;CELA3A;PRSS1;CPA1;CELA2A;CPB1;ATP2A3;ATP2A2;SLC4A2;CEL;ADCY6;SLC9A1;CTRL;PNLIP
1260,KEGG_2019_Human,Steroid biosynthesis,6 of 19,0.00046274934252938846,0.0136973805388698,0,0,7.735794871794872,59.39794737017518,CYP51A1;SC5D;MSMO1;CEL;HSD17B7;LSS
1261,KEGG_2019_Human,IL-17 signaling pathway,14 of 93,0.0007114227280768526,0.0191437388646134,0,0,2.981086318461521,21.607640277731875,GSK3B;CEBPB;JUND;TRAF3IP2;TNFAIP3;CXCL1;NFKB1;NFKBIA;CXCL10;TRAF4;IL1B;FOSB;IL17D;IKBKE
1262,KEGG_2019_Human,Transcriptional misregulation in cancer,22 of 186,0.000851992164260118,0.0201029407767966,0,0,2.262585497811696,15.991803221298753,ZBTB17;SS18;DDX5;CEBPB;HDAC2;CDKN1B;GADD45B;PRCC;PDGFA;BMI1;NFKB1;GADD45G;ETV6;CCND2;NCOR1;SIN3A;DDIT3;ID2;ATM;NUPR1;TCF3;BIRC3
1263,KEGG_2019_Human,NF-kappa B signaling pathway,14 of 95,0.000882899426007959,0.0201029407767966,0,0,2.907169777954618,20.444087890351323,CCL13;GADD45B;IL1R1;DDX58;TNFAIP3;CFLAR;NFKB1;ICAM1;NFKBIA;IL1B;CCL4;ATM;MYD88;BIRC3
1264,KEGG_2019_Human,Prolactin signaling pathway,11 of 70,0.0018058440324327,0.0372705656395846,0,0,3.1312046004842613,19.77896523262228,SOCS2;GSK3B;STAT5B;CCND2;STAT1;AKT2;STAT3;SLC2A2;PRLR;GCK;NFKB1
